raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
APSYTEMS,APSYTEMS,137,900.3100000000001,0.0017837462902238798,
SCA75K T SA,1686 - SCA75K-T-SA,12,900.0,0.001783132100278228,
S6 GR1P5K,S6-GR1P5K,182,899.38,0.0017819037203869255,
MIN 6000TL X2,MIN 6000TL-X2,148,897.27,0.0017777232662407176,
SOLINTEG,SOLINTEG,167,892.44,0.0017681537906358913,
MIN10000TL X,MIN10000TL-X,85,890.8,0.001764904527697606,
INVERSOR GINLONG MICRO INVERSOR,Inversor: Ginlong; Micro Inversor:,23,890.56,0.0017644290258041987,
TRAMONTINA,TRAMONTINA,155,883.08,0.0017496092167929975,
CSI 110K T400GL02 E,1308 - CSI-110K-T400GL02-E,1,880.0,0.0017435069424942674,
SG110CX P2,2072 - SG110CX-P2,1,880.0,0.0017435069424942674,
DEYE SOFAR,DEYE / SOFAR,32,879.48,0.0017424766883918847,
SINOSOLA,SINOSOLA,77,876.75,0.0017370678543543738,
SIRIUS,SIRIUS |,48,874.84,0.0017332836517860058,
CNADIAN,CNADIAN,250,872.31,0.0017282710693263346,
SAJ SUNGROW,SAJ / SUNGROW,14,871.15,0.001725972810174865,
BELENUS DO BRASIL LTDA,302 - BELENUS DO BRASIL LTDA.,128,870.97,0.0017256161837548095,
BAMBOZZI,Bambozzi,1,868.0,0.001719731847823891,
RISEN ENERGY,Risen Energy,108,867.74,0.0017192167207726997,
SOLIS E DEYE,SOLIS E DEYE,31,865.61,0.0017149966414687077,
SAJ GROWATT,SAJ  GROWATT,43,863.29,0.0017104001231657683,
SOLPLANETE,SOLPLANETE,87,863.15,0.0017101227470612806,
GENERAL ELECTRIC COMPANY,378 - GENERAL ELECTRIC COMPANY,5,855.0,0.0016939754952643167,
ABB DEYE,ABB//DEYE,20,849.36,0.0016828012007692398,
KOMEKO,KOMEKO,60,848.81,0.001681711508930181,
BELENERGY BEL 5K G,BELENERGY |BEL-5K-G,180,846.75,0.001677630117678433,
SOLIS SAJ,SOLIS / SAJ,45,844.82,0.0016738062899522808,
SOLAREDG E,SOLAREDG E,19,842.39,0.0016689918332815294,
MIN8000TL X E,MIN8000TL-X(E),93,839.29,0.0016628499338250155,
BELLENERGY,BELLENERGY,99,838.65,0.0016615819287759286,
DEYEDEYE,DEYEDEYE,115,837.62,0.001659541233150055,
1XSOFAR,1XSOFAR//,32,833.1,0.00165058594749088,
WEG GROWATT,WEG / GROWATT,38,826.6,0.0016377077712110926,
AP SYSTENS,AP SYSTENS,132,826.12,0.0016367567674242774,
RENOVIGI E GROWATT,RENOVIGI e GROWATT,4,825.04,0.0016346170089039437,
SUNGROUW,Sungrouw,20,822.55,0.0016296836767598405,
CPS SCA8KTL PSM EU,1482 - CPS SCA8KTL-PSM/EU,101,821.26,0.0016271278540827753,
LIVOTEK,LIVOTEK,133,819.08,0.0016228087118843235,
2XGROWATT,2xGROWATT,28,815.37,0.0016154582451153986,
INVERSOR SOFARSOLAR CO LTD MICRO INVERSOR,"Inversor: SOFARSOLAR Co., Ltd.; Micro Inversor:",99,812.45,0.0016096729720789405,
R6 20K T3 32 LV,1388 - R6-20K-T3-32-LV,39,808.97,0.0016027781946245314,
NEO SOLAR,NEO SOLAR,41,801.86,0.0015886914510323334,
ROWATT,ROWATT,98,800.8100000000001,0.0015866111302486755,
RECON 2 30,Recon 2.30,1,800.0,0.001585006311358425,
SOFAR DEYE,SOFAR DEYE,48,798.41,0.0015818561113146,
SOLARMAXX,SOLARMAXX,135,793.73,0.0015725838243931536,
JKM460M 60HL4 V,JKM460M-60HL4-V,43,793.28,0.0015716922583430143,
ERA,ERA,84,792.8,0.0015707412545561993,
GLOBO BRASIL,GLOBO BRASIL,32,786.3199999999999,0.001557902703434196,
ASW6000 S G2,ASW6000-S-G2,130,782.64,0.0015506116744019472,
GROWATT SOLPLANET,GROWATT|SOLPLANET,40,779.42,0.0015442320239987294,
ASW5000 S G2,ASW5000-S-G2,158,777.63,0.001540685572377065,
GOWATT,GOWATT,117,776.89,0.0015392194415390584,
SUN 75K G,595 - SUN-75K-G,12,774.0,0.0015334936062392761,
GROODWE GW80K MT,GROODWE GW80K-MT,1,770.0,0.001525568574682484,
HELIOS SYSTEMS,Helios Systems ,54,764.87,0.0015154047217108982,
ALDO,ALDO,79,761.37,0.001508470319098705,
INVERSOR FOX MICRO INVERSOR,Inversor: FOX ; Micro Inversor:,115,755.29,0.001496424271132381,
HOYMILES DEYE,HOYMILES/DEYE,82,751.39,0.0014886973653645088,
MAX125KTL3 LV,994 - MAX125KTL3 LV),1,750.0,0.0014859434168985235,
R5 3K S1 15,R5-3K-S1-15,250,741.39,0.0014688847864725285,
KOPP,KOPP,79,738.13,0.0014624258857537428,
FOXES,FOXES,115,737.7,0.0014615739448613878,
JFY,JFY,36,737.03,0.001460246502075625,
HOME WAVE,HOME WAVE,132,736.87,0.0014599295008133532,
WEG HUAWEI WEG,WEG (HUAWEI) - WEG,19,731.48,0.0014492505207905758,
PHB INGECON SMA ABB E FRONIUS,"PHB, INGECON, SMA, ABB e FRONIUS",1,730.2,0.0014467145106924026,
HOPWIND,hopwind,79,728.08,0.0014425142439673027,
SOPRANO,Soprano,76,725.73,0.0014378582879276873,
HOMYLES,HOMYLES,120,724.88,0.0014361742187218689,
T SUN,T-SUN,100,724.48,0.0014353817155661897,
INGETEAN,Ingetean,23,723.8100000000001,0.0014340542727804273,
APYSTEMS,APYSTEMS,133,720.49,0.0014274764965882896,
ON GRID,ON-GRID,39,716.78,0.0014201260298193647,
ULICA SOLAR,Ulica Solar,77,713.61,0.0014138454423106071,
S5 GC37 5K LV,"1232 - S5-GC37,5K-LV",13,712.5,0.0014116462460535973,
SOLPLANE,SOLPLANE,82,707.92,0.0014025720849210703,
GROWATT GOODWE,GROWATT-GOODWE /,28,707.58,0.0014018984572387431,
R1 6K,R1-6K,125,706.71,0.0014001747628751408,
BENY,BENY,187,701.73,0.0013903080985869344,
FORNIUS,FORNIUS,59,701.16,0.0013891787815900917,
NAO INFORMOU,Não informou,1,700.0,0.001386880522438622,
LTI REENERGY GMBH,LTi REEnergy GmbH,1,700.0,0.001386880522438622,
SUNGROW E SOLIS,SUNGROW E SOLIS,10,696.0,0.0013789554908818296,
1XSUNGROW,1XSUNGROW,26,690.0,0.0013670679435466417,
ECO 25 0 3 S,1170 - ECO 25.0.3-S,13,688.78,0.00136465080892182,
ABB FRONIUS,ABB/FRONIUS,22,685.94,0.0013590240365164976,
NEO 2000M X,NEO 2000M-X,101,685.59,0.0013583305962552783,
ABB SUNGROW,ABB | SUNGROW,11,684.41,0.0013559927119460246,
GROWTT,GROWTT,71,684.08,0.0013553388968425893,
SUMGROW,SUMGROW,42,682.63,0.001352466072903252,
SUN2000 5KTL L1,SUN2000-5KTL-L1,137,681.47,0.0013501678137517825,
11XHUAWEI,11xHUAWEI,1,680.0,0.0013472553646546614,
SUNGROW E GROWATT,SUNGROW E GROWATT,6,679.43,0.0013461260476578182,
DEY,DEY,80,678.88,0.0013450363558187594,
HYXI POWER,HYXI POWER,118,677.6,0.001342500345720586,
SYNERGY,140 - SYNERGY,2,675.0,0.0013373490752086712,
BS 75K G03,1061 - BS-75K-G03,9,675.0,0.0013373490752086712,
FRONIUS SAJ,FRONIUS / SAJ,28,673.03,0.001333445997166951,
CHNT POWER,CHNT POWER,72,672.17,0.0013317421153822406,
SIW INVERSORES STRING,siw - inversores string,17,672.0,0.001331405301541077,
HELIUS ENERGY,HELIUS ENERGY,93,668.17,0.0013238170838254485,
SOLPLANET SOLIS,SOLPLANET|SOLIS,19,668.11,0.0013236982083520967,
SUN2000,SUN2000,38,666.81,0.0013211225730961392,
GOODWE DEYE,GOODWE DEYE,58,666.13,0.0013197753177314846,
AEG,AEG ,54,665.94,0.001319398878732537,
SUNDROW,sundrow,47,665.94,0.001319398878732537,
INVERSOR EACH ENERGY MICRO INVERSOR,Inversor: EACH ENERGY; Micro Inversor:,97,665.65,0.0013188243139446694,
FRONIUS SOFAR,FRONIUS / SOFAR,23,665.56,0.0013186460007346417,
S6 GR1P8K2,S6-GR1P8K2,74,664.2,0.0013159514900053324,
TALESUN,TALESUN,83,662.84,0.0013132569792760232,
CPS SCA10KTL PSM EU,1504 - CPS SCA10KTL-PSM/EU,67,660.83,0.0013092746509187352,
BELENER GY,BELENER GY,99,660.04,0.0013077094571862687,
HUAWEI SUNGROW,HUAWEI |SUNGROW,7,660.0,0.0013076302068707006,
L8 ENERGY,L8 ENERGY,14,650.5,0.0012888082569233194,
SEN,SEN,37,649.6800000000001,0.001287183625454177,
2XSUNGROW,2xSUNGROW,12,646.73,0.0012813389146810429,
GROWAAT,GROWAAT,77,638.79,0.0012656077270408103,
2XFRONIUS,2xFRONIUS,18,638.43,0.001264894474200699,
ECOSOLIS,ECOSOLIS,107,635.59,0.0012592677017953767,
RENOVIGGI,RENOVIGGI,4,635.0,0.0012580987596407499,
SMA BRASIL,SMA BRASIL,39,634.67,0.0012574449445373144,
SUN 10K G02P1 EU AM2,SUN-10K-G02P1-EU-AM2,64,634.35,0.0012568109420127713,
FRONIUS WEG,FRONIUS + WEG;,27,633.82,0.0012557608753314962,
HYPON,HYPON,72,630.41,0.001249004785929331,
GROWAT T,GROWAT T,80,629.53,0.0012472612789868364,
SOLAR MAXX,SOLAR MAXX,111,627.69,0.0012436157644707124,
QUALITY SOLAR,QUALITY SOLAR,54,626.84,0.001241931695264894,
1XGOODWE,1XGOODWE,20,617.09,0.0012226144308452131,
MID 15KTL3 X E MAX 75KTL3 LV,MID 15KTL3-X e MAX 75KTL3 LV,1,615.0,0.0012184736018567893,
MIN 10000TL X,MIN 10000TL-X,59,606.82,0.0012022669123231493,
SUN2000G3 US 220,SUN2000G3-US-220,99,606.05,0.0012007413437484667,
ASN 7 5SL,ASN-7.5SL,78,604.85,0.0011983638342814291,
SG6 0RS L,SG6.0RS-L,102,604.34,0.0011973533927579381,
WEGW0,WEGW0,71,604.02,0.0011967193902333948,
UNGROW,UNGROW,47,603.92,0.001196521264444475,
SG10RS,SG10RS,47,601.84,0.0011924002480349432,
SAJ SOLIS,SAJ|SOLIS,25,600.2,0.0011891509850966585,
R5 8K S2,R5-8K-S2	,75,600.06,0.0011888736089921705,
SG110CX 449 SG40CX,292 - SG110CX;449 - SG40CX,4,600.0,0.0011887547335188188,
GW100K HT,916 - GW100K-HT,1,600.0,0.0011887547335188188,
SOFAR E 60 GOODWE,34 - SOFAR E 60 - GOODWE,1,600.0,0.0011887547335188188,
ASW37 5K UT G3,1572 - ASW37.5K-UT-G3,9,600.0,0.0011887547335188188,
SG75CX P2,1710 - SG75CX-P2,5,600.0,0.0011887547335188188,
HOYMILE,HOYMILE,104,594.54,0.0011779370654437975,
AUXSOL NANSEN,AUXSOL/NANSEN,100,593.5,0.0011758765572390316,
ON GRID ENERGY,271 - ON-GRID ENERGY,45,592.71,0.0011743113635065653,
AEG POWER SOLUTIONS GMBH,AEG Power Solutions GmbH -,33,592.3,0.0011734990477719938,
MIN 10000TL X2,MIN 10000TL-X2,57,590.38,0.0011696950326247338,
SUGROW,SUGROW,75,588.36,0.0011656928916885538,
SIW400G T075 W0,1465 - SIW400G T075 W0,8,587.04,0.0011630776312748121,
SUNGROW DEYE,"SUNGROW, DEYE",37,587.03,0.0011630578186959202,
R6 25K T4 32 LV,1935 - R6-25K-T4-32-LV,18,586.35,0.0011617105633312656,
GW75K MT,GW75K-MT,8,583.56,0.001156182853820403,
COHEART,COHEART,30,581.0600000000001,0.001151229709097408,
SUN GROW,Sun Grow,17,579.34,0.0011478219455279875,
SUNGROW E FRONIUS,SUNGROW E FRONIUS,8,578.99,0.001147128505266768,
GOODWE SOLIS,GOODWE | SOLIS,15,578.6700000000001,0.0011464945027422249,
BELENERGY BEL 4K G,:BELENERGY BEL-4K-G,147,576.9,0.0011429876762783441,
MIC 3000TL X,MIC 3000TL-X,186,575.05,0.0011393223491833278,
PVS,PVS,4,573.7,0.0011366476510329107,
SOLYS,SOLYS,50,573.04,0.0011353400208260398,
SG6K D,SG6K-D,91,571.78,0.0011328436358856503,
NAC6K DS,NAC6K-DS,103,571.28,0.0011318530069410512,
SAJ SOLPLANET,SAJ/ SOLPLANET,12,571.25,0.0011317935692043753,
SOLISSOLIS,SOLISSOLIS,61,569.91,0.00112913868363285,
FRINUS PRIMO SOLAR,245 - FRINUS PRIMO SOLAR,57,568.25,0.0011258497955367814,
SIW200G M060 W1,SIW200G M060 W1,89,565.85,0.001121094776602706,
ASW8000 S,ASW8000-S,70,564.75,0.001118915392924588,
BS 3K,1801 - BS-3K,180,564.57,0.0011185587665045326,
GOODWE GROWATT,GOODWE|GROWATT,16,563.89,0.001117211511139878,
SG33CX,SG33CX,14,563.2,0.0011158444431963314,
ENVERTECH,ENVERTECH,102,562.89,0.0011152302532506798,
INVERSOR STRING SOLAR,INVERSOR STRING SOLAR,14,562.36,0.0011141801865694049,
GROWATT HOYMILES,GROWATT / HOYMILES,47,561.13,0.0011117432393656912,
SIW400 ST075,SIW400 - ST075,8,560.6,0.0011106931726844165,
GINLONG GINLONG,Ginlong//Ginlong,7,559.12,0.0011077609110084032,
SOLAREDGETECHNOLOGIES,SolarEdgeTechnologies,9,557.01,0.0011035804568621953,
FRONIUS ABB,FRONIUS/ABB,18,556.21,0.001101995450550837,
JAM72D30 540MB,JAM72D30 540MB,3,555.7,0.001100985009027346,
ABB E FRONIUS,ABB E FRONIUS,9,553.4,0.0010964281158821903,
SUN 5K G05P1 EU AM2,SUN-5K-G05P1-EU-AM2,114,551.78,0.0010932184781016897,
SOFAR SAJ,SOFAR / SAJ,30,549.61,0.0010889191484821298,
WEG DEYE,WEG / DEYE,42,548.69,0.001087096391224068,
BB POWER,BB Power,86,548.33,0.0010863831383839566,
BELL ENERGY,BELL ENERGY,58,548.31,0.0010863435132261723,
SUN2000 10K LCO,SUN2000-10K-LCO,45,548.16,0.0010860463245427928,
WEGWEG,WEGWEG,50,546.9,0.0010835499396024033,
FONIUS,FONIUS,45,546.73,0.0010832131257612397,
ABB GOODWE,ABB GOODWE,10,546.65,0.001083054625130104,
PBH,PBH,63,543.67,0.0010771504766202936,
OMINIKSOL,OMINIKSOL,14,542.91,0.0010756447206245032,
GINLONG TECHNOLOGIES CO LTD,"GINLONG TECHNOLOGIES CO., LTD.",41,541.98,0.0010738021507875491,
SUNGROW ABB LTDA SUNGROW FRONIUS INTERNATIONAL SUNGROW,SUNGROW/ABB LTDA/SUNGROW/FRONIUS INTERNATIONAL/SUNGROW,1,541.0,0.0010718605180561349,
WAAREE,WAAREE ,44,540.53,0.0010709293268482117,
SOLAR EDGE SOLAR EDGE,Solar Edge//Solar Edge,9,540.25,0.0010703745746392364,
10000TL3 S,10000TL3-S,58,540.01,0.001069899072745829,
BS 8K,1753 - BS-8K,68,539.28,0.0010684527544867143,
DEYS,DEYS,124,538.5,0.0010669073733331398,
ASN 6SL PLUS,ASN-6SL-PLUS,89,535.82,0.001061597602190089,
SAJ SOFAR,SAJ/SOFAR,25,534.2,0.0010583879644095885,
GROWATTS,GROWATTS,45,534.09,0.0010581700260417766,
SG50CX,SG50CX,9,534.05,0.0010580907757262086,
WEG HUAWEI WEG HUAWEI,WEG / Huawei//WEG / Huawei,15,532.49,0.0010550000134190596,
SUNGROW GOODWE,SUNGROW / GOODWE,7,531.4,0.0010528404423198337,
LEADSOLAR,LEADSOLAR,30,528.0600000000001,0.0010462230409699126,
S5 GC30K LV,1237 - S5-GC30K-LV,17,526.75,0.001043627593135063,
PRIMO,PRIMO,75,525.9,0.0010419435239292446,
HOYMALES,HOYMALES,95,525.59,0.0010413293339835933,
SIW420G K075 W00,1761 - SIW420G K075 W00,7,525.0,0.0010401603918289665,
K STAR SOLAR,K STAR SOLAR,5,523.97,0.0010381196962030925,
GROWATT WEG,GROWATT / WEG,38,523.37,0.0010369309414695735,
SHINEFAR SOLAR,SHINEFAR SOLAR,79,522.43,0.0010350685590537275,
SUNGROW E 11 ABB LTDA,14 - SUNGROW e 11 - ABB LTDA,2,520.0,0.0010302541023829762,
BDM2000,1517 - BDM2000,62,520.0,0.0010302541023829762,
JA,JÁ,38,519.93,0.0010301154143307323,
SOLSIST SOLUVSSV ES ENG E SISTEMAS ENERGIA SOLAR ME,SOLSIST Soluvßvµes Eng. e sistemas Energia Solar ME,8,519.0,0.001028272844493778,
WEG RENOVIGI,WEG + RENOVIGI,6,512.72,0.0010158305449496146,
S6 GR1P10K03 NV ND,S6-GR1P10K03-NV-ND,47,512.13,0.0010146616027949878,
FRONUIS,FRONUIS,40,511.32,0.0010130567839047374,
SG40CX,SG40CX,14,511.28,0.0010129775335891694,
REFULSOL,REFULSOL,50,509.61,0.0010096688329142088,
500,500,3,507.97,0.001006419569975924,
FRONUS,FRONUS,34,507.84000000000003,0.0010061620064503282,
RENOVIGI DEYE,RENOVIGI / DEYE,46,504.94,0.001000416358571654,
SOLARMAXX TECH,SOLARMAXX TECH,76,503.8,0.000998157724577968,
SG6 0RS,SG6.0RS,87,502.96,0.0009964934679510418,
SAJSAJ,SAJSAJ,44,502.04,0.0009946707106929797,
CHP400,CHP400,1,500.0,0.0009906289445990157,
SG250HV,1155 - SG250HV,1,500.0,0.0009906289445990157,
STC,(STC),1,500.0,0.0009906289445990157,
ABB FRONIUS INTER GROWATT NEW ENERGY CANADIAN SOLAR RENAC GOODWE,ABB/FRONIUS INTER./GROWATT NEW ENERGY/CANADIAN SOLAR/RENAC/GOODWE,1,500.0,0.0009906289445990157,
HUAHEI,HUAHEI,2,500.0,0.0009906289445990157,
GROWATT SOFAR,GROWATT/ SOFAR,23,500.0,0.0009906289445990157,
LR5 72HPH 540,LR5-72HPH-540,1,500.0,0.0009906289445990157,
SUNGTOW,SUNGTOW,1,500.0,0.0009906289445990157,
SIW500H ST060 1316 SIW500H ST040 M3,217 - SIW500H ST060;1316 - SIW500H ST040-M3,1,500.0,0.0009906289445990157,
INER,INER,1,500.0,0.0009906289445990157,
DS3D,DS3D,69,496.49,0.0009836747294079307,
SYMO,SYMO,26,495.63,0.0009819708476232203,
SUNGOW,SUNGOW,91,495.14,0.0009810000312575132,
HCCHCC,HCCHCC,47,494.9,0.0009805245293641057,
ECORI ENERGIA SOLAR,Ecori Energia Solar,43,494.25,0.000979236711736127,
WEG NHS SOLAR GOODWE,WEG; NHS SOLAR; GOODWE,1,493.5,0.0009777507683192284,
TSOL,TSOL,75,488.96999999999997,0.0009687756700811613,
PHD,PHD,54,488.96,0.0009687558575022695,
INVERSOR MONOFASICO RENO,INVERSOR MONOFÁSICO RENO,53,484.51,0.0009599392598953381,
EGT,EGT,67,484.45,0.0009598203844219861,
BS 6K G,937 - BS-6K-G,80,484.15,0.0009592260070552268,
1,1,97,482.74,0.0009564324334314576,
INTEBRAS,INTEBRAS,53,482.1,0.0009551644283823709,
FRONIOS,FRONIOS,39,480.98,0.000952945419546469,
SMA E SOLAR EDGE,SMA e Solar Edge,1,480.4,0.0009517962899707341,
HUAWVEI,HUAWvEI,1,480.0,0.0009510037868150551,
B B POWER MOSO,B&B POWER - MOSO,49,479.74,0.0009504886597638635,
SERRANA ENERGIA,SERRANA ENERGIA,52,477.88,0.0009468035200899551,
ZHEJIANG BENYI NEW ENERGY CO LTD,"ZHEJIANG BENYI NEW ENERGY CO., LTD",706,477.46999999999997,0.0009459912043553839,
SOLI,Soli,47,473.87,0.0009388586759542711,
DEYE FRONIUS,"DEYE, FRONIUS",25,472.48,0.0009361047274882859,
ZNSHINE SOLAR,ZNSHINE SOLAR,69,471.76,0.0009346782218080632,
RENOVOGI,RENOVOGI,35,468.87,0.0009289523865082809,
EMPHASE,EMPHASE,61,468.65,0.0009285165097726574,
INTELBR AS,INTELBR AS,82,466.77,0.000924791744940965,
INGECON SUN,INGECON SUN,17,465.38,0.0009220377964749797,
WEG WEG HUAWEI,"WEG, WEG(HUAWEI)",9,464.15999999999997,0.0009196206618501581,
RENACK,RENACK,90,464.09000000000003,0.0009194819737979144,
APSISTEMS,APSISTEMS,75,462.74,0.0009168072756474971,
BELENERGY BEL 3K G,BELENERGY BEL 3K-G,148,462.39,0.0009161138353862776,
INGETEM,INGETEM,4,462.0,0.0009153411448094904,
HUAWEI DEYE,HUAWEI/DEYE,31,461.28,0.0009139146391292678,
BELENERGY BEL 8K G,BELENERGY BEL-8K-G,64,460.4,0.0009121711321867735,
BEB POWER,BeB POWER,82,459.74,0.000910863501979903,
HUAWEI DEYE HUAWEI DEYE,HUAWEI / DEYE / HUAWEI / DEYE,1,458.0,0.0009074161132526983,
SOLPLANET GROWATT,SOLPLANET GROWATT,23,456.82,0.0009050782289434446,
MID 20KTL3 XL,MID 20KTL3-XL,23,456.49,0.0009044244138400094,
SUNGRO,SUNGRO,26,456.32,0.0009040875999988456,
ODEX,ODEX,111,455.42,0.0009023044678985675,
4 UNID DEYE 3 UNID DEYE 2 UNID DEYE 1 UNID GOODWE 4 UNID NHS SOLAR 2 UNID NHS SOLAR,4 unid. DEYE / 3 unid. DEYE / 2 unid. DEYE / 1 unid. GOODWE / 4 unid. NHS SOLAR / 2 unid. NHS SOLAR,1,455.0,0.0009014723395851042,
SOLIS HUAWEI,SOLIS HUAWEI,15,455.0,0.0009014723395851042,
GROWATTT,GROWATTT,55,454.82,0.0009011157131650486,
EACH ENERGY EACH ENERGY,EACH ENERGY EACH ENERGY,28,454.0,0.0008994910816959063,
1XWEG,1XWEG,17,453.11,0.0008977277621745201,
GOODWE HUAWEI,GOODWE | HUAWEI,13,453.11,0.0008977277621745201,
C6 50K T6 LV,1604 - C6-50K-T6-LV,6,450.0,0.000891566050139114,
GROWALTT,GROWALTT,36,449.92,0.0008914075495079784,
SG5K D,SG5K-D,93,449.16,0.0008899017935121877,
SUN 20K G02 LV,655 - SUN-20K-G02-LV,20,449.12,0.0008898225431966199,
SG8 0RS,SG8.0RS,55,448.68,0.0008889507897253727,
FOXEES,FOXEES,57,446.52,0.0008846712726847049,
SG4K D,SG4K-D,113,446.43,0.0008844929594746771,
SOLAR EDGE SE75K,SOLAR EDGE SE75K,6,445.47,0.0008825909519010471,
JOBE SOLAR,Jobe Solar,22,443.55,0.0008787869367537868,
AAB,AAB,9,442.75,0.0008772019304424284,
2XSOFAR,2XSOFAR,11,442.12,0.0008759537379722335,
EGT 3600 PRO,EGT 3600 PRO,114,441.66,0.0008750423593432026,
CANANDIAN SOLAR,Canandian Solar,32,439.45,0.0008706637794080749,
MAX 75KTL3 LV,364 - MAX 75KTL3 LV,6,438.54,0.0008688608347289046,
INVERSOR TRIFASICO,Inversor Trifásico,15,438.07,0.0008679296435209815,
DEYE E SOLIS,DEYE E SOLIS,14,436.95,0.0008657106346850797,
SG8 0RS L,SG8.0RS-L,50,435.51,0.0008628576233246346,
SOLPLANET HOYMILES,SOLPLANET HOYMILES,24,435.46,0.0008627585604301747,
SIW,SIW,33,434.66,0.0008611735541188163,
ASW10000 S,ASW10000-S,43,434.56,0.0008609754283298964,
EGT 8000 PRO,EGT 8000 PRO,54,433.54,0.0008589545452829146,
SG5 0RS L,SG5.0RS-L,87,433.12,0.0008581224169694514,
CHINTPOWER SYSTEMS,CHINTPOWER SYSTEMS,10,432.8,0.000857488414444908,
SUNHARD,SUNHARD,11,432.0,0.0008559034081335495,
SIW500H ST036 M3,SIW500H ST036 M3,11,432.0,0.0008559034081335495,
SUN 8K G02P1 EU AM2,SUN-8K-G02P1-EU-AM2,54,431.84,0.0008555864068712779,
HPS,HPS,57,431.43,0.0008547740911367067,
SOLIS FRONIUS,SOLIS | FRONIUS,18,431.19,0.0008542985892432992,
KAPLAN,Kaplan,1,430.0,0.0008519408923551535,
1XPHB,1XPHB,14,429.84000000000003,0.0008516238910928819,
SOLAR JINKO,SOLAR JINKO,42,429.78,0.0008515050156195299,
GODWE,GODWE,57,429.7,0.0008513465149883941,
SOFA,SOFA,40,429.17,0.000850296448307119,
MOSO B B POWER,MOSO B&B POWER,48,428.84,0.0008496426332036838,
C6 50K T6 LV 40,1750 - C6-50K-T6-LV-40,8,427.52,0.0008470273727899423,
MIN 5000TL X2,MIN 5000TL-X2,86,427.5,0.0008469877476321583,
SOFAR 301 KEHUA TECH,SOFAR / 301 - KEHUA TECH,1,425.0,0.0008420346029091633,
S6 GR1P7 5K2,S6-GR1P7.5K2,53,423.99,0.0008400335324410732,
HYPOTENCH,HYPOTENCH,38,423.92,0.0008398948443888295,
1XDEYE,1XDEYE,12,423.5,0.0008390627160753663,
HOMILES,HOMILES,93,423.25,0.0008385674016030667,
DEYE HUAWEI,DEYE / HUAWEI,18,422.33000000000004,0.0008367446443450047,
SOLPALNET,SOLPALNET,49,422.15,0.0008363880179249488,
HUWEI,HUWEI,26,421.49,0.0008350803877180782,
SOLLIS,SOLLIS,42,421.46,0.0008350209499814021,
MAC 25KTL3 XL,751 - MAC 25KTL3-XL,14,421.1,0.0008343076971412909,
MBTECH INDUSTRIA E COMERCIO DE SISTEMAS,15 - MBTECH INDUSTRIA E COMÉRCIO DE SISTEMAS,48,418.87,0.0008298894920483794,
GROWATT E FRONIUS,Growatt e Fronius,9,417.75,0.0008276704832124775,
RENOVIGE,RENOVIGE,47,417.43,0.0008270364806879342,
HUAWEI SOFAR,HUAWEI / SOFAR,9,417.0,0.000826184539795579,
MAC 36KTL3 XL,760 - MAC 36KTL3-XL,13,415.96,0.000824124031590813,
ULICA,ULICA,37,413.96,0.000820161515812417,
FRONIUS RENOVIGI,FRONIUS / RENOVIGI,18,412.23,0.0008167339396641046,
OMINKSOL,OminkSol,74,411.84,0.0008159612490873171,
1XABB,1XABB,14,410.0,0.0008123157345711928,
RENIVIGI,RENIVIGI|,32,408.87,0.0008100769131563991,
KOFV,kofv,12,406.82,0.000806015334483543,
S5 GC20K LV,952 - S5-GC20K-LV,21,406.47,0.0008053218942223239,
BRASIL SOLAIR,Brasil Solair,20,405.09999999999997,0.0008026075709141224,
DEYE SUNGROW,DEYE / SUNGROW,19,404.62,0.0008016565671273073,
SG36KTL M,SG36KTL-M,10,404.2,0.0008008244388138443,
1XREFUSOL,1XREFUSOL,13,403.67,0.0007997743721325693,
INVERSOR SOLAR STRING NEO SOLAR,INVERSOR SOLAR STRING-NEO SOLAR,11,400.95,0.0007943853506739506,
S6 GR1P3K M,S6-GR1P3K-M,134,400.72,0.0007939296613594351,
SIW 400G T100 W0,1396 - SIW 400G T100 W0,1,400.0,0.0007925031556792125,
S5 GC 25K LV,971 - S5-GC-25K-LV,13,400.0,0.0007925031556792125,
SG110CX SG75CX,"SG110CX, SG75CX",2,400.0,0.0007925031556792125,
GROAWATT,GROAWATT,51,398.49,0.0007895114562665235,
WEG FRONIUS,WEG|FRONIUS,14,397.75,0.000788045325428517,
LIVOLTECK,LIVOLTECK,69,396.5,0.0007855687530670195,
HUAWEI SOLIS,HUAWEI|SOLIS,24,394.65,0.0007819034259720029,
INTELBRAS RENOVIGI,INTELBRAS RENOVIGI,4,393.0,0.0007786343504548263,
SG5 0RS,SG5.0RS,82,392.73,0.0007780994108247428,
GUANGZHOUSANJING,GuangzhouSanjing,14,392.32,0.0007772870950901717,
1XPHB SOLAR,1XPHB SOLAR/,9,392.3,0.0007772474699323877,
RENOVIGI GOODWE,"RENOVIGI,GOODWE",8,391.37,0.0007754049000954335,
GOODWE SAJ,GOODWE/SAJ,10,391.0,0.0007746718346764302,
SHENZEN SOLAR,SHENZEN SOLAR,63,390.96,0.0007745925843608624,
SOLARX POWER,SOLARX POWER,67,390.93,0.0007745331466241864,
CANADINA SOLAR CANADINA SOLAR,Canadina Solar//Canadina Solar,1,390.0,0.0007726905767872322,
SOFARSOFAR,SOFARSOFAR,53,389.2,0.0007711055704758737,
